Campaign_ID,Company,Campaign_Type,Target_Audience,Duration,Channel_Used,Conversion_Rate,Acquisition_Cost,ROI,Location,Language,Clicks,Impressions,Engagement_Score,Customer_Segment,Date
77285,Innovate Industries,Influencer,Women 25-34,45 days,Email,0.06,19608,5.03,Chicago,English,464,9666,1,Tech Enthusiasts,9/27/2021
77286,DataTech Solutions,Email,All Ages,15 days,Facebook,0.02,18439,4.93,Houston,French,681,1199,1,Foodies,9/28/2021
77287,DataTech Solutions,Social Media,All Ages,45 days,Instagram,0.04,9271,4.92,New York,Mandarin,479,5308,2,Outdoor Adventurers,9/29/2021
77288,DataTech Solutions,Social Media,Women 35-44,30 days,YouTube,0.11,11156,7.16,Chicago,Spanish,573,6352,8,Outdoor Adventurers,9/30/2021
77289,NexGen Systems,Email,Men 18-24,45 days,Google Ads,0.1,10841,3.39,Chicago,Mandarin,513,5521,7,Health & Wellness,10/1/2021
77290,TechCorp,Display,Men 25-34,30 days,YouTube,0.11,9505,6.42,New York,English,510,2010,6,Tech Enthusiasts,10/2/2021
77291,Alpha Innovations,Email,Men 18-24,30 days,Google Ads,0.13,7146,7.64,Los Angeles,Spanish,528,9656,3,Health & Wellness,10/3/2021
77292,DataTech Solutions,Social Media,All Ages,30 days,Facebook,0.07,7293,4.6,New York,Mandarin,281,1450,4,Outdoor Adventurers,10/4/2021
77293,NexGen Systems,Display,All Ages,45 days,Email,0.07,12762,4.49,Chicago,Spanish,305,9465,7,Fashionistas,10/5/2021
77294,Alpha Innovations,Email,Women 25-34,30 days,YouTube,0.03,10434,6.12,Los Angeles,English,771,4044,1,Outdoor Adventurers,10/6/2021
77295,TechCorp,Display,Women 25-34,30 days,Google Ads,0.14,9807,4.19,Houston,French,787,4479,10,Outdoor Adventurers,10/7/2021
77296,TechCorp,Display,Men 18-24,30 days,Website,0.07,11108,5.88,Miami,Spanish,980,8581,8,Outdoor Adventurers,10/8/2021
77297,Alpha Innovations,Influencer,Women 25-34,45 days,YouTube,0.1,6518,6.1,Chicago,English,785,5962,7,Tech Enthusiasts,10/9/2021
77298,Alpha Innovations,Display,Women 25-34,60 days,Email,0.1,13157,7.08,Chicago,German,252,2998,9,Foodies,10/10/2021
77299,TechCorp,Display,Women 25-34,60 days,Google Ads,0.06,15579,7.84,Chicago,French,716,5377,9,Outdoor Adventurers,10/11/2021
77300,TechCorp,Social Media,Women 35-44,60 days,Email,0.07,7371,2.8,Los Angeles,Mandarin,824,3149,5,Fashionistas,10/12/2021
77301,TechCorp,Search,Women 25-34,30 days,Google Ads,0.05,9904,6.03,Miami,German,124,3181,9,Tech Enthusiasts,10/13/2021
77302,Innovate Industries,Social Media,Men 25-34,30 days,Instagram,0.15,11741,6.87,Miami,Mandarin,359,7374,10,Health & Wellness,10/14/2021
77303,DataTech Solutions,Social Media,Men 18-24,45 days,Instagram,0.02,14902,4.58,Miami,French,776,3145,6,Fashionistas,10/15/2021
77304,Innovate Industries,Influencer,Women 25-34,30 days,Instagram,0.07,18082,3.74,Miami,English,699,6407,6,Foodies,10/16/2021
77305,Innovate Industries,Email,Men 18-24,60 days,Website,0.14,11060,3.49,New York,French,769,5894,1,Fashionistas,10/17/2021
77306,NexGen Systems,Influencer,All Ages,60 days,Email,0.05,8745,7.23,Houston,English,173,4716,6,Tech Enthusiasts,10/18/2021
77307,NexGen Systems,Display,Women 35-44,15 days,Google Ads,0.12,18759,3.6,Los Angeles,French,986,6649,7,Fashionistas,10/19/2021
77308,Innovate Industries,Influencer,Women 25-34,30 days,Instagram,0.05,16596,3.22,Chicago,Mandarin,454,7767,9,Fashionistas,10/20/2021
77309,Innovate Industries,Display,All Ages,60 days,YouTube,0.01,16076,7.74,Houston,German,156,2479,3,Outdoor Adventurers,10/21/2021
77310,DataTech Solutions,Email,Men 18-24,15 days,Facebook,0.15,19070,5.23,Miami,English,521,8742,2,Outdoor Adventurers,10/22/2021
77311,TechCorp,Influencer,Men 25-34,60 days,Google Ads,0.14,14567,5.07,Chicago,French,807,1304,7,Foodies,10/23/2021
77312,Innovate Industries,Display,Men 25-34,60 days,Email,0.1,7262,5.76,Miami,French,699,7807,5,Outdoor Adventurers,10/24/2021
77313,Innovate Industries,Display,Men 18-24,45 days,YouTube,0.08,14648,7.99,New York,Mandarin,991,3495,8,Outdoor Adventurers,10/25/2021
77314,TechCorp,Social Media,Women 25-34,60 days,Facebook,0.11,9122,7.76,Miami,English,475,2502,5,Health & Wellness,10/26/2021
77315,NexGen Systems,Display,All Ages,15 days,Facebook,0.09,15534,4.67,Miami,French,878,9659,6,Foodies,10/27/2021
77316,NexGen Systems,Social Media,Men 18-24,60 days,Website,0.12,10471,5.28,New York,German,275,7642,6,Health & Wellness,10/28/2021
77317,TechCorp,Display,Men 18-24,30 days,YouTube,0.14,8968,5.49,Houston,English,650,6415,2,Health & Wellness,10/29/2021
77318,TechCorp,Influencer,Men 18-24,15 days,Email,0.03,5990,2.8,New York,English,695,3906,9,Outdoor Adventurers,10/30/2021
77319,Innovate Industries,Display,Men 25-34,30 days,Instagram,0.07,15068,6.58,Chicago,French,582,1199,6,Fashionistas,10/31/2021
77320,TechCorp,Display,Women 25-34,60 days,Email,0.14,13066,5.56,Houston,German,234,2743,5,Outdoor Adventurers,11/1/2021
77321,DataTech Solutions,Search,Men 18-24,15 days,Facebook,0.13,8264,2.69,Los Angeles,Spanish,909,5690,3,Health & Wellness,11/2/2021
77322,Alpha Innovations,Influencer,All Ages,60 days,Email,0.1,11146,4.75,New York,Mandarin,647,2495,6,Fashionistas,11/3/2021
77323,Alpha Innovations,Search,Women 35-44,60 days,Instagram,0.05,16683,2.96,Los Angeles,English,202,7419,2,Foodies,11/4/2021
77324,TechCorp,Display,Women 35-44,15 days,Google Ads,0.12,5401,7.64,New York,French,602,1788,4,Tech Enthusiasts,11/5/2021
77325,NexGen Systems,Influencer,Women 35-44,60 days,Google Ads,0.02,14485,7.12,Los Angeles,French,972,6807,2,Fashionistas,11/6/2021
77326,NexGen Systems,Display,Men 25-34,45 days,Google Ads,0.04,18192,6.85,New York,Mandarin,223,1185,3,Tech Enthusiasts,11/7/2021
77327,DataTech Solutions,Social Media,Women 25-34,15 days,YouTube,0.08,16806,2.99,Miami,German,751,7996,7,Tech Enthusiasts,11/8/2021
77328,NexGen Systems,Influencer,All Ages,30 days,Instagram,0.1,14033,3.29,Chicago,German,451,3095,5,Foodies,11/9/2021
77329,Alpha Innovations,Social Media,Women 35-44,45 days,Google Ads,0.03,6763,6.94,Los Angeles,Spanish,485,6993,2,Outdoor Adventurers,11/10/2021
77330,Alpha Innovations,Display,Women 35-44,60 days,Facebook,0.09,17852,6.22,Miami,Mandarin,748,8711,2,Outdoor Adventurers,11/11/2021
77331,Alpha Innovations,Social Media,Women 35-44,45 days,Facebook,0.11,13925,7.65,Los Angeles,French,386,1322,1,Foodies,11/12/2021
77332,DataTech Solutions,Search,Women 35-44,45 days,Instagram,0.08,19651,5.63,Houston,Mandarin,628,8376,4,Tech Enthusiasts,11/13/2021
77333,Alpha Innovations,Search,Men 18-24,45 days,Facebook,0.09,12530,7.89,Los Angeles,English,167,6739,2,Fashionistas,11/14/2021
77334,TechCorp,Social Media,Women 35-44,15 days,YouTube,0.08,9012,6.21,Houston,Spanish,822,9505,2,Tech Enthusiasts,11/15/2021
77335,NexGen Systems,Social Media,All Ages,45 days,Google Ads,0.08,12232,2.02,Los Angeles,Spanish,919,8369,8,Fashionistas,11/16/2021
77336,Innovate Industries,Display,Men 18-24,15 days,Instagram,0.13,7204,5.63,Miami,English,860,5523,3,Tech Enthusiasts,11/17/2021
77337,Alpha Innovations,Influencer,Men 18-24,60 days,Website,0.03,13582,2.77,Houston,French,864,4078,10,Outdoor Adventurers,11/18/2021
77338,TechCorp,Email,Women 35-44,45 days,Email,0.11,7441,7.77,Los Angeles,Mandarin,128,7734,7,Foodies,11/19/2021
77339,Innovate Industries,Influencer,Women 25-34,15 days,YouTube,0.02,6937,4.15,Miami,German,836,8922,8,Foodies,11/20/2021
77340,NexGen Systems,Influencer,Men 18-24,45 days,YouTube,0.12,19143,7.72,Miami,Spanish,188,2065,5,Outdoor Adventurers,11/21/2021
77341,Innovate Industries,Social Media,Men 25-34,15 days,Email,0.08,17276,5.36,New York,English,834,8988,6,Fashionistas,11/22/2021
77342,NexGen Systems,Email,Women 25-34,60 days,Website,0.05,16654,4.11,Miami,Mandarin,241,2934,8,Tech Enthusiasts,11/23/2021
77343,Alpha Innovations,Display,Men 18-24,15 days,YouTube,0.12,13521,4.07,Los Angeles,German,436,3698,1,Health & Wellness,11/24/2021
77344,Innovate Industries,Influencer,Women 35-44,60 days,Instagram,0.14,17960,4.3,New York,French,145,9255,7,Health & Wellness,11/25/2021
77345,Innovate Industries,Influencer,Men 25-34,30 days,YouTube,0.07,7213,4.48,Los Angeles,Mandarin,931,1986,1,Health & Wellness,11/26/2021
77346,Alpha Innovations,Social Media,Women 25-34,15 days,Facebook,0.1,10841,2.83,Los Angeles,German,240,9659,4,Outdoor Adventurers,11/27/2021
77347,Alpha Innovations,Display,Women 25-34,60 days,Website,0.1,11577,7.38,Houston,Spanish,604,1811,2,Tech Enthusiasts,11/28/2021
77348,Alpha Innovations,Display,Men 25-34,15 days,Website,0.14,19631,7.81,Chicago,Mandarin,670,6722,3,Health & Wellness,11/29/2021
77349,NexGen Systems,Social Media,Women 35-44,15 days,Facebook,0.11,16016,2.47,Houston,Spanish,711,3684,1,Fashionistas,11/30/2021
77350,TechCorp,Search,Women 25-34,15 days,Website,0.06,15092,5.08,Chicago,Mandarin,677,1974,6,Fashionistas,12/1/2021
77351,DataTech Solutions,Search,All Ages,60 days,Website,0.07,15345,6.47,Chicago,Spanish,467,7427,6,Tech Enthusiasts,12/2/2021
77352,DataTech Solutions,Search,Men 18-24,30 days,Website,0.09,18440,3.25,Los Angeles,Mandarin,263,3283,9,Fashionistas,12/3/2021
77353,NexGen Systems,Display,Men 25-34,60 days,Google Ads,0.14,9371,7,New York,German,176,4626,1,Foodies,12/4/2021
77354,Alpha Innovations,Email,Women 35-44,60 days,Google Ads,0.03,17905,6.85,Miami,Mandarin,779,8499,4,Foodies,12/5/2021
77355,Alpha Innovations,Email,Women 25-34,15 days,Instagram,0.1,15466,6.88,Chicago,English,520,5147,3,Foodies,12/6/2021
77356,DataTech Solutions,Display,Women 25-34,30 days,Email,0.11,10243,2.85,Chicago,French,624,2886,7,Fashionistas,12/7/2021
77357,DataTech Solutions,Influencer,Men 18-24,60 days,Website,0.11,19313,3.88,Los Angeles,German,623,6796,4,Fashionistas,12/8/2021
77358,TechCorp,Display,Women 35-44,45 days,Instagram,0.12,10105,4.17,Chicago,Spanish,296,4696,3,Tech Enthusiasts,12/9/2021
77359,DataTech Solutions,Display,All Ages,45 days,Email,0.13,13032,7.85,Los Angeles,German,993,8714,5,Outdoor Adventurers,12/10/2021
77360,DataTech Solutions,Email,Women 25-34,30 days,Instagram,0.07,11214,6.31,Chicago,Mandarin,272,7175,10,Tech Enthusiasts,12/11/2021
77361,Innovate Industries,Search,Women 35-44,60 days,Instagram,0.01,5670,2.47,New York,French,769,2556,5,Outdoor Adventurers,12/12/2021
77362,Innovate Industries,Search,Men 25-34,30 days,YouTube,0.05,14717,5.55,Houston,German,962,6148,3,Foodies,12/13/2021
77363,Innovate Industries,Display,Men 18-24,60 days,Instagram,0.12,16987,2.16,Houston,German,604,4420,9,Health & Wellness,12/14/2021
77364,NexGen Systems,Social Media,Women 25-34,45 days,Email,0.04,19047,5.66,Chicago,Spanish,151,1709,7,Fashionistas,12/15/2021
77365,DataTech Solutions,Social Media,Men 18-24,15 days,Email,0.02,9180,7.85,Los Angeles,German,753,2956,2,Tech Enthusiasts,12/16/2021
77366,Innovate Industries,Social Media,Women 35-44,45 days,Google Ads,0.07,15253,3.45,Miami,German,651,7062,3,Fashionistas,12/17/2021
77367,Innovate Industries,Social Media,Men 25-34,30 days,Google Ads,0.11,14021,4.18,Houston,Mandarin,160,2126,4,Outdoor Adventurers,12/18/2021
77368,Alpha Innovations,Search,Men 18-24,30 days,Google Ads,0.05,15843,5.34,Miami,German,297,5114,1,Outdoor Adventurers,12/19/2021
77369,DataTech Solutions,Influencer,Men 18-24,15 days,Facebook,0.11,6230,6.54,Chicago,French,955,8370,10,Fashionistas,12/20/2021
77370,TechCorp,Email,Men 25-34,45 days,Instagram,0.07,16694,6.4,Chicago,German,609,3701,2,Fashionistas,12/21/2021
77371,TechCorp,Display,Men 25-34,45 days,Instagram,0.1,6022,2.18,Houston,French,537,5655,2,Tech Enthusiasts,12/22/2021
77372,NexGen Systems,Social Media,Women 35-44,30 days,Email,0.02,12219,7.91,Los Angeles,Mandarin,302,6460,8,Fashionistas,12/23/2021
77373,TechCorp,Influencer,Men 25-34,15 days,YouTube,0.05,8669,3.41,Los Angeles,German,855,3731,4,Outdoor Adventurers,12/24/2021
77374,Alpha Innovations,Email,Women 35-44,30 days,Google Ads,0.07,18833,7.42,Houston,English,278,6477,9,Tech Enthusiasts,12/25/2021
77375,Alpha Innovations,Social Media,Men 18-24,15 days,Facebook,0.13,13048,6.16,Chicago,Mandarin,241,1773,6,Outdoor Adventurers,12/26/2021
77376,Innovate Industries,Display,Women 25-34,45 days,Instagram,0.15,6882,2.14,Miami,German,923,9264,7,Foodies,12/27/2021
77377,Innovate Industries,Email,Men 25-34,15 days,Facebook,0.05,6592,4.71,Houston,German,423,5030,2,Tech Enthusiasts,12/28/2021
77378,TechCorp,Display,Women 35-44,15 days,YouTube,0.11,7136,6.25,Los Angeles,French,449,6273,7,Fashionistas,12/29/2021
77379,NexGen Systems,Email,Men 25-34,60 days,YouTube,0.07,18328,5.92,Miami,German,778,3093,4,Health & Wellness,12/30/2021
77380,NexGen Systems,Email,Men 18-24,60 days,Google Ads,0.04,9118,2.73,Houston,English,951,6043,7,Tech Enthusiasts,12/31/2021
77381,TechCorp,Display,Men 18-24,45 days,Instagram,0.03,18238,7.5,New York,Spanish,319,4397,9,Outdoor Adventurers,1/1/2021
77382,NexGen Systems,Influencer,Men 25-34,15 days,Facebook,0.11,17462,7.29,Miami,Mandarin,931,3160,2,Tech Enthusiasts,1/2/2021
77383,Innovate Industries,Email,Men 18-24,30 days,YouTube,0.1,11535,5.17,Los Angeles,English,155,7289,3,Outdoor Adventurers,1/3/2021
77384,DataTech Solutions,Display,Men 25-34,30 days,Instagram,0.01,9904,2.21,Los Angeles,English,839,2658,1,Tech Enthusiasts,1/4/2021
77385,TechCorp,Social Media,All Ages,30 days,Website,0.08,15398,5.9,Los Angeles,German,914,8364,9,Outdoor Adventurers,1/5/2021
77386,TechCorp,Social Media,Men 25-34,30 days,Google Ads,0.1,18759,6.54,New York,English,617,5135,8,Health & Wellness,1/6/2021
77387,Alpha Innovations,Influencer,Women 35-44,60 days,Google Ads,0.12,12860,5.53,Houston,English,505,7516,9,Health & Wellness,1/7/2021
77388,Alpha Innovations,Search,Men 25-34,60 days,Email,0.04,15958,7.54,Chicago,Spanish,660,9837,10,Health & Wellness,1/8/2021
77389,Alpha Innovations,Display,Women 35-44,15 days,Website,0.07,7331,2.76,Houston,English,262,9252,1,Outdoor Adventurers,1/9/2021
77390,DataTech Solutions,Influencer,All Ages,30 days,Website,0.04,19062,6.85,Chicago,Spanish,277,8753,2,Foodies,1/10/2021
77391,Alpha Innovations,Email,Women 25-34,45 days,Facebook,0.03,16240,3.54,Los Angeles,English,319,9613,1,Outdoor Adventurers,1/11/2021
77392,NexGen Systems,Email,Men 25-34,30 days,YouTube,0.12,12326,7.07,Miami,English,954,4916,3,Fashionistas,1/12/2021
77393,TechCorp,Email,Women 35-44,30 days,Instagram,0.04,8859,6.93,Los Angeles,German,636,4787,6,Fashionistas,1/13/2021
77394,DataTech Solutions,Influencer,Men 18-24,15 days,Email,0.08,11517,6.92,Miami,Spanish,167,5895,5,Health & Wellness,1/14/2021
77395,Innovate Industries,Search,All Ages,45 days,Instagram,0.08,11751,7.28,New York,Mandarin,478,3765,5,Health & Wellness,1/15/2021
77396,Innovate Industries,Display,Men 25-34,15 days,Facebook,0.09,15139,6.73,Los Angeles,Mandarin,954,5721,1,Outdoor Adventurers,1/16/2021
77397,Alpha Innovations,Search,Women 25-34,45 days,Google Ads,0.11,5706,3.32,New York,English,492,5001,10,Outdoor Adventurers,1/17/2021
77398,Innovate Industries,Social Media,Men 18-24,30 days,YouTube,0.05,6875,4.37,Los Angeles,Spanish,297,1050,4,Tech Enthusiasts,1/18/2021
77399,DataTech Solutions,Social Media,Women 25-34,45 days,YouTube,0.12,18017,4.45,New York,English,178,2176,2,Outdoor Adventurers,1/19/2021
77400,TechCorp,Influencer,Men 18-24,45 days,Website,0.04,19073,3.65,Miami,German,749,3280,5,Health & Wellness,1/20/2021
77401,DataTech Solutions,Display,Men 18-24,45 days,YouTube,0.06,14618,7.98,Miami,French,412,2451,3,Fashionistas,1/21/2021
77402,TechCorp,Display,Men 18-24,30 days,Website,0.1,19424,5.63,Houston,German,851,7447,5,Health & Wellness,1/22/2021
77403,DataTech Solutions,Social Media,Women 35-44,30 days,Email,0.14,15360,2.39,Los Angeles,German,793,8751,9,Outdoor Adventurers,1/23/2021
77404,DataTech Solutions,Influencer,All Ages,60 days,Instagram,0.06,5380,6.12,Chicago,Spanish,507,2685,9,Foodies,1/24/2021
77405,NexGen Systems,Influencer,Men 18-24,30 days,Instagram,0.01,16045,7.46,Houston,French,697,8620,3,Health & Wellness,1/25/2021
77406,Innovate Industries,Email,All Ages,30 days,Google Ads,0.05,9840,6.1,Los Angeles,Spanish,859,4722,1,Outdoor Adventurers,1/26/2021
77407,DataTech Solutions,Display,Women 25-34,30 days,Facebook,0.08,9300,5.13,Miami,English,319,5923,8,Foodies,1/27/2021
77408,NexGen Systems,Display,All Ages,45 days,Email,0.12,12699,4.66,Houston,German,630,7850,9,Tech Enthusiasts,1/28/2021
77409,NexGen Systems,Display,Women 35-44,30 days,YouTube,0.12,14572,5.12,New York,Mandarin,151,7553,3,Health & Wellness,1/29/2021
77410,DataTech Solutions,Search,Women 25-34,45 days,YouTube,0.1,11116,5.67,Houston,German,439,9515,1,Fashionistas,1/30/2021
77411,Innovate Industries,Email,Men 18-24,30 days,Facebook,0.04,7737,6.51,Houston,Spanish,839,3201,5,Tech Enthusiasts,1/31/2021
77412,Alpha Innovations,Display,Men 18-24,15 days,Website,0.11,15305,3.35,Chicago,German,124,8674,5,Tech Enthusiasts,2/1/2021
77413,TechCorp,Social Media,Men 25-34,60 days,Email,0.15,16798,6.89,Miami,German,853,1459,9,Tech Enthusiasts,2/2/2021
77414,Innovate Industries,Influencer,Women 25-34,15 days,Instagram,0.07,12510,6.04,Miami,English,238,1050,2,Foodies,2/3/2021
77415,DataTech Solutions,Social Media,Women 25-34,30 days,Facebook,0.13,9052,5.28,New York,German,119,4123,1,Foodies,2/4/2021
77416,NexGen Systems,Display,Men 18-24,45 days,Website,0.02,7795,5.5,Miami,French,554,6972,5,Fashionistas,2/5/2021
77417,DataTech Solutions,Social Media,All Ages,60 days,YouTube,0.15,14962,4.11,Miami,French,191,4189,3,Health & Wellness,2/6/2021
77418,DataTech Solutions,Influencer,All Ages,60 days,Website,0.02,18142,7.31,Miami,German,997,6516,3,Health & Wellness,2/7/2021
77419,DataTech Solutions,Email,Women 25-34,60 days,Google Ads,0.01,18731,4.46,Houston,Mandarin,762,2672,1,Health & Wellness,2/8/2021
77420,Innovate Industries,Social Media,All Ages,30 days,Email,0.07,12130,5.28,Chicago,German,713,9234,4,Fashionistas,2/9/2021
77421,DataTech Solutions,Email,Men 18-24,30 days,Instagram,0.04,8190,7.72,Chicago,German,822,3884,10,Fashionistas,2/10/2021
77422,NexGen Systems,Display,Men 18-24,30 days,Google Ads,0.06,6315,2.39,Chicago,German,460,1749,8,Health & Wellness,2/11/2021
77423,TechCorp,Influencer,Women 35-44,15 days,Website,0.11,13686,3.83,Chicago,English,285,7335,9,Tech Enthusiasts,2/12/2021
77424,DataTech Solutions,Search,Men 25-34,15 days,YouTube,0.02,15004,2.18,Los Angeles,Spanish,299,5777,8,Outdoor Adventurers,2/13/2021
77425,DataTech Solutions,Influencer,Women 35-44,60 days,Facebook,0.08,6756,3.69,Miami,English,377,2500,4,Tech Enthusiasts,2/14/2021
77426,TechCorp,Search,All Ages,30 days,Google Ads,0.09,8071,2.04,New York,French,170,7393,5,Health & Wellness,2/15/2021
77427,Innovate Industries,Search,Men 25-34,45 days,Email,0.13,13698,6.34,Miami,Mandarin,858,6743,6,Foodies,2/16/2021
77428,Alpha Innovations,Social Media,Men 18-24,45 days,Google Ads,0.02,19062,6.35,Miami,Mandarin,389,8577,3,Foodies,2/17/2021
77429,NexGen Systems,Influencer,Women 25-34,30 days,YouTube,0.04,5279,4.81,Miami,Mandarin,634,7316,9,Outdoor Adventurers,2/18/2021
77430,Alpha Innovations,Display,All Ages,60 days,Email,0.06,17858,4.7,Houston,English,251,6828,6,Outdoor Adventurers,2/19/2021
77431,DataTech Solutions,Email,Men 25-34,30 days,YouTube,0.15,19272,7.83,New York,Mandarin,992,7215,7,Fashionistas,2/20/2021
77432,TechCorp,Display,Women 25-34,30 days,Email,0.09,15542,5.76,Miami,German,458,2442,9,Health & Wellness,2/21/2021
77433,Innovate Industries,Influencer,Women 35-44,60 days,Facebook,0.14,5340,2.45,Houston,Spanish,865,9055,3,Outdoor Adventurers,2/22/2021
77434,TechCorp,Influencer,All Ages,15 days,YouTube,0.1,17162,5.03,Miami,French,892,5359,9,Health & Wellness,2/23/2021
77435,DataTech Solutions,Social Media,Women 35-44,15 days,Google Ads,0.11,17696,6.37,Chicago,Spanish,269,7939,3,Foodies,2/24/2021
77436,Alpha Innovations,Email,Men 25-34,60 days,Website,0.02,12700,5.08,Miami,German,401,2740,8,Outdoor Adventurers,2/25/2021
77437,Alpha Innovations,Search,Women 35-44,60 days,Facebook,0.15,10839,5.32,Los Angeles,Mandarin,953,1331,4,Health & Wellness,2/26/2021
77438,Alpha Innovations,Email,Women 25-34,60 days,Facebook,0.01,12788,7.73,Los Angeles,English,732,8987,6,Health & Wellness,2/27/2021
77439,TechCorp,Email,Women 25-34,30 days,Instagram,0.14,9568,5.3,Los Angeles,Spanish,296,5291,2,Foodies,2/28/2021
77440,Innovate Industries,Social Media,Men 18-24,45 days,Facebook,0.11,14311,6.92,Chicago,German,184,2406,2,Tech Enthusiasts,3/1/2021
77441,NexGen Systems,Influencer,Men 25-34,30 days,Facebook,0.09,17655,5.92,Chicago,Mandarin,169,4230,6,Foodies,3/2/2021
77442,TechCorp,Influencer,Women 25-34,45 days,Facebook,0.03,7068,5.78,New York,Mandarin,968,1981,8,Outdoor Adventurers,3/3/2021
77443,Innovate Industries,Email,Women 25-34,60 days,Instagram,0.02,8455,3.38,Los Angeles,Mandarin,996,1015,5,Tech Enthusiasts,3/4/2021
77444,DataTech Solutions,Email,Women 25-34,30 days,Google Ads,0.02,17808,7.81,New York,Spanish,815,6787,3,Health & Wellness,3/5/2021
77445,NexGen Systems,Social Media,Men 18-24,45 days,YouTube,0.08,10570,7.6,New York,Spanish,855,2794,7,Outdoor Adventurers,3/6/2021
77446,TechCorp,Influencer,Men 18-24,60 days,Google Ads,0.14,8244,4.6,Houston,Spanish,906,6442,4,Fashionistas,3/7/2021
77447,Alpha Innovations,Search,Men 18-24,60 days,Google Ads,0.07,15920,3.23,Chicago,Mandarin,957,9427,6,Tech Enthusiasts,3/8/2021
77448,Innovate Industries,Email,Men 25-34,15 days,YouTube,0.11,19147,3.28,Los Angeles,Spanish,723,6431,8,Fashionistas,3/9/2021
77449,NexGen Systems,Influencer,Men 18-24,30 days,Instagram,0.11,10045,6.71,Miami,Mandarin,434,4646,5,Tech Enthusiasts,3/10/2021
77450,TechCorp,Email,Women 25-34,15 days,Website,0.04,6271,2.57,Chicago,Mandarin,651,4186,6,Tech Enthusiasts,3/11/2021
77451,NexGen Systems,Social Media,Men 18-24,30 days,Facebook,0.12,14348,6.43,Houston,Spanish,140,6110,2,Fashionistas,3/12/2021
77452,Alpha Innovations,Search,Men 18-24,30 days,Email,0.04,11778,4.06,Chicago,English,458,2568,2,Fashionistas,3/13/2021
77453,NexGen Systems,Display,Women 25-34,15 days,Website,0.04,10886,2.84,Los Angeles,English,409,9746,1,Foodies,3/14/2021
77454,Innovate Industries,Email,Women 35-44,30 days,Website,0.04,15286,5.7,New York,German,152,9927,10,Outdoor Adventurers,3/15/2021
77455,DataTech Solutions,Influencer,Women 25-34,45 days,Website,0.13,15680,6.32,New York,Mandarin,989,7524,1,Tech Enthusiasts,3/16/2021
77456,NexGen Systems,Email,Men 25-34,15 days,Website,0.1,10889,5.45,Los Angeles,French,582,7531,8,Outdoor Adventurers,3/17/2021
77457,Innovate Industries,Influencer,Men 25-34,60 days,YouTube,0.09,12294,3.4,Los Angeles,Spanish,483,3508,8,Foodies,3/18/2021
77458,DataTech Solutions,Email,Women 25-34,60 days,YouTube,0.02,16994,6.82,Miami,English,298,2558,10,Outdoor Adventurers,3/19/2021
77459,TechCorp,Social Media,All Ages,15 days,YouTube,0.11,12066,6.04,Chicago,Mandarin,479,5521,2,Tech Enthusiasts,3/20/2021
77460,TechCorp,Social Media,Women 25-34,60 days,YouTube,0.09,15815,3.28,Chicago,English,308,6668,8,Tech Enthusiasts,3/21/2021
77461,TechCorp,Social Media,Women 25-34,60 days,Facebook,0.03,5128,5.61,Miami,Spanish,107,6196,2,Tech Enthusiasts,3/22/2021
77462,Alpha Innovations,Influencer,Men 25-34,45 days,YouTube,0.02,9658,5.67,Chicago,English,212,3924,10,Tech Enthusiasts,3/23/2021
77463,TechCorp,Social Media,Women 25-34,15 days,Google Ads,0.01,7270,7.09,Houston,Spanish,795,6760,5,Tech Enthusiasts,3/24/2021
77464,Innovate Industries,Display,Women 25-34,15 days,Facebook,0.05,18020,3.23,Chicago,Spanish,812,9642,7,Foodies,3/25/2021
77465,Alpha Innovations,Social Media,Men 25-34,60 days,Website,0.08,6472,2.2,Los Angeles,Spanish,491,4862,5,Fashionistas,3/26/2021
77466,Innovate Industries,Influencer,Men 18-24,15 days,YouTube,0.13,13558,4.17,New York,Spanish,503,2498,2,Foodies,3/27/2021
77467,NexGen Systems,Social Media,Men 25-34,60 days,Email,0.12,17826,7.09,Houston,French,196,2313,4,Outdoor Adventurers,3/28/2021
77468,Alpha Innovations,Display,Men 18-24,45 days,Email,0.11,15184,2.61,Miami,French,514,1214,8,Health & Wellness,3/29/2021
77469,NexGen Systems,Search,Women 35-44,45 days,Google Ads,0.12,12666,2.81,Los Angeles,Spanish,122,4199,4,Health & Wellness,3/30/2021
77470,TechCorp,Influencer,Women 25-34,45 days,Website,0.1,6808,6.42,Miami,German,112,4704,10,Outdoor Adventurers,3/31/2021
77471,NexGen Systems,Influencer,All Ages,30 days,Instagram,0.12,12337,7.06,Houston,German,757,2717,2,Foodies,4/1/2021
77472,DataTech Solutions,Display,Women 35-44,15 days,Website,0.12,19583,3.13,Chicago,English,449,9451,10,Health & Wellness,4/2/2021
77473,Alpha Innovations,Display,Women 25-34,45 days,YouTube,0.07,11931,5.56,Los Angeles,English,457,5358,5,Outdoor Adventurers,4/3/2021
77474,NexGen Systems,Display,All Ages,30 days,YouTube,0.06,19363,3.66,Miami,Spanish,412,6700,6,Outdoor Adventurers,4/4/2021
77475,NexGen Systems,Search,Women 25-34,15 days,Email,0.07,12047,5.05,Houston,Spanish,657,2380,10,Tech Enthusiasts,4/5/2021
77476,DataTech Solutions,Display,Men 25-34,15 days,YouTube,0.07,16804,3.26,Houston,German,949,7186,4,Outdoor Adventurers,4/6/2021
